YEAR,MONTH,WAVE,SUB_REG,NEW_STA,FL_REG,NC_REG,MODE_FX,NEW_MODEN,AREA_X,SP_CODE,WGT_AB1C,WGT_AB1H,ALT_FLAG,CHTS_CL,CHTS_H,CHTS_RL,CHTS_VAR_CL,CHTS_VAR_H,CHTS_VAR_RL,CHTS_WAB1C,CHTS_WAB1H,AB1,B2,A,B1,NEW_SCI,NEW_COM,VAR_B2,VAR_AB1,NEW_ST,NEW_MODE,NEW_AREAN,DS,SA_LABEL,GOM_LABEL,ITIS_CODE,SPECIES_CODE,SPECIES,AVGWGT_SRYSMWA,NUMWGT_SRYSMWA,AVGWGT_SRYSMW,NUMWGT_SRYSMW,AVGWGT_SRYSM,NUMWGT_SRYSM,AVGWGT_SRYS,NUMWGT_SRYS,AVGWGT_SRY,NUMWGT_SRY,AVGWGT_SR,NUMWGT_SR,AVGWGT_S,NUMWGT_S,LBSEST_SECSOURCE,MIGRA_GRP,AREA,FIRSTMON,LASTMON,AGGR_AREA,SEASON,NEW_SEASN,AGG_MODEN,JURISDICTION,PS_REG,COUNCILREG,GFMC_FMP,SAFMC_FMU,lbsest_SECwwt,lbsest_SECgwt,LA_B2ratio,TX_B2ratio,Gulf,fed_closed,SID
1981,0,3,7,FLW,1,,5,Cbt,3,8835360107,8905.13052129481,13499.5395519617,0,4132.16671,4546.526481,0,162902.2173,20670903.05,0,3539.020399,5364.901248,13435.11956,0,6396.833324,7038.286241,Lutjanus campechanus,red snapper,0,211001902.9,5,3,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,2.283335714,10,2.283335714,10,2.400241134,46,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,32247.52661,29051.82578,,,Central,0,Central
1981,0,3,7,FLW,1,,5,Cbt,4,8835360107,2189.8876619234102,0,0,677.7916468,0,130.4621665,0,0,0,870.2912425,0,1049.260714,201.9629876,1049.260714,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,,,2.283335714,10,2.400241134,46,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,2518.478725,2268.899753,,,Central,0,Central
1981,0,4,7,FLW,1,,5,Cbt,3,8835360107,6423.66914104444,61.428530037310203,0,2698.642367,151.3661584,0,4601345.476,22911.7139,0,3165.715084,30.27323168,3557.848691,0,3368.888594,188.9600974,Lutjanus campechanus,red snapper,0,30455657.67,5,3,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,2.1186206,25,2.1186206,25,2.400241134,46,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,State,7,7,Y,,7537.731529,6790.749126,,,Central,0,Central
1981,0,4,7,FLW,1,,5,Cbt,4,8835360107,250.36970325064999,0,0,573.6426778,0,0,0,0,0,123.387293,0,716.1149984,0,716.1149984,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,,,2.1186206,25,2.400241134,46,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmw,,,,,,,,For-Hire,Federal,7,7,Y,,1517.175988,1366.825214,,,Central,0,Central
1981,0,5,7,FLW,2,,5,Cbt,4,8835360107,1386.96958700798,17190.309618591498,0,1233.223869,17041.32688,0,0,0,0,1016.120979,12593.9562,15346.10645,0,1035.603285,14310.50317,Lutjanus campechanus,red snapper,0,0,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,2.358922,10,2.358922,10,2.400241134,46,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,36834.35594,33184.10445,,,East,0,East
1981,0,6,7,FLW,1,,5,Cbt,4,8835360107,2112.2730981627201,0,0,300.8639832,0,0,0,0,0,1504.319916,0,259.9022507,0,259.9022507,0,Lutjanus campechanus,red snapper,0,0,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,11.023,1,11.023,1,2.400241134,46,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,623.8280729,562.0072729,,,Central,0,Central
1981,0,6,7,FLW,2,,5,Cbt,4,8835360107,0,13525.259457002199,0,0,4236.980439,0,0,0,0,0,9632.427355,3660.128211,0,0,3660.128211,Lutjanus campechanus,red snapper,0,0,5,3,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,11.023,1,11.023,1,2.400241134,46,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,8785.190285,7914.585842,,,East,0,East
1981,0,3,7,FLW,1,,4,Hbt,3,8835360107,8905.13052129481,13499.5395519617,0,4132.16671,4546.526481,0,162902.2173,20670903.05,0,3539.020399,5364.901248,8402.814925,0,4000.813411,4402.001515,Lutjanus campechanus,red snapper,0,131968303.7,5,2,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,2.015634286,4,2.558595771,10,2.49944233,19,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,21002.35132,18921.03722,,,Central,0,Central
1981,0,3,7,FLW,1,,4,Hbt,4,8835360107,2189.8876619234102,0,0,677.7916468,0,130.4621665,0,0,0,870.2912425,0,656.2460085,126.3150356,656.2460085,0,Lutjanus campechanus,red snapper,0,0,5,2,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,2.920570095,6,2.558595771,10,2.49944233,19,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,1640.249052,1477.701849,,,Central,0,Central
1981,0,4,7,FLW,1,,4,Hbt,3,8835360107,6423.66914104444,61.428530037310203,0,2698.642367,151.3661584,0,4601345.476,22911.7139,0,3165.715084,30.27323168,2225.208636,0,2107.026084,118.1825528,Lutjanus campechanus,red snapper,0,19048081.68,5,2,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,0.723384375,1,0.598790678,2,2.49944233,19,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,5561.780659,5010.613206,,,Central,0,Central
1981,0,4,7,FLW,1,,4,Hbt,4,8835360107,250.36970325064999,0,0,573.6426778,0,0,0,0,0,123.387293,0,447.8844991,0,447.8844991,0,Lutjanus campechanus,red snapper,0,0,5,2,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,0.474196981,1,0.598790678,2,2.49944233,19,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,1119.461476,1008.523852,,,Central,0,Central
1981,0,5,7,FLW,2,,4,Hbt,4,8835360107,1386.96958700798,17190.309618591498,0,1233.223869,17041.32688,0,0,0,0,1016.120979,12593.9562,9598.015983,0,647.7041528,8950.31183,Lutjanus campechanus,red snapper,0,0,5,2,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,1.417483402,4,1.417483402,4,2.49944233,19,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,23989.68743,21612.33102,,,East,0,East
1981,0,6,7,FLW,2,,4,Hbt,4,8835360107,0,13525.259457002199,0,0,4236.980439,0,0,0,0,0,9632.427355,2289.177987,0,0,2289.177987,Lutjanus campechanus,red snapper,0,0,5,2,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,5.011977197,3,5.011977197,3,2.49944233,19,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,5721.668361,5154.656181,,,East,0,East
1981,0,6,7,FLW,1,,4,Hbt,4,8835360107,2112.2730981627201,0,0,300.8639832,0,0,0,0,0,1504.319916,0,162.5523689,0,162.5523689,0,Lutjanus campechanus,red snapper,0,0,5,2,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,5.011977197,3,5.011977197,3,2.49944233,19,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,406.2902717,366.0272718,,,Central,0,Central
1981,0,3,7,FLW,3,,7,Priv,3,8835360107,64896.265180979703,0,0,0,0,0,0,0,0,0,0,183465.0512,0,183465.0512,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,0.779823216,12,0.779823216,12,1.50762398,80,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,State,7,7,Y,,276596.3108,249185.8656,,,East,0,East
1981,0,4,7,FLW,1,,7,Priv,3,8835360107,17879.420308799399,17278.944319770999,0,0,0,0,0,0,0,0,0,40652.69973,0,26604.44098,14048.25874,Lutjanus campechanus,red snapper,0,295645257.9,5,4,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,1.779962711,15,1.872014998,29,1.50762398,80,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,Private,State,7,7,Y,,72360.28962,65189.45011,,,Central,0,Central
1981,0,4,7,FLW,2,,7,Priv,3,8835360107,0,0,0,0,0,0,0,0,0,0,0,0,19663.15164,0,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,1.779962711,15,1.872014998,29,1.50762398,80,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,,,,,,,,,Private,State,7,7,Y,,0,0,,,East,0,East
1981,0,4,7,FLW,3,,7,Priv,4,8835360107,234115.754814877,0,0,0,0,0,0,0,0,0,0,261910.3193,0,261910.3193,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,1.970642449,14,1.872014998,29,1.50762398,80,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmw,,,,,,,,Private,Federal,7,7,Y,,490300.046,441711.7531,,,East,0,East
1981,0,5,7,FLW,2,,7,Priv,5,8835360107,0,582.12074540966501,0,0,0,0,0,0,0,0,0,1940.402485,0,0,1940.402485,Lutjanus campechanus,red snapper,0,0,5,4,Inshore,MRIP,Snapper Grouper,Reef Fish,,,,0.66138,1,1.574339354,28,1.50762398,80,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmw,,,,,,,,Private,State,7,7,Y,,3054.851994,2752.118913,,,East,0,East
1981,0,5,7,FLW,1,,7,Priv,4,8835360107,48941.455075004204,0,0,0,0,0,0,0,0,0,0,52556.44892,15294.20471,52556.44892,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,1.608152663,27,1.574339354,28,1.50762398,80,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,Private,Federal,7,7,Y,,84518.79329,76143.05702,,,Central,0,Central
1981,0,5,7,FLW,3,,7,Priv,4,8835360107,18134.412732979799,0,0,0,0,0,0,0,0,0,0,55639.67543,0,55639.67543,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean>10mi,MRIP,Snapper Grouper,Reef Fish,,,,1.608152663,27,1.574339354,28,1.50762398,80,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,Private,Federal,7,7,Y,,89477.09222,80609.99299,,,East,0,East
1981,0,6,7,FLW,2,,7,Priv,3,8835360107,5855.4481785695098,0,0,0,0,0,0,0,0,0,0,5812.074488,0,5812.074488,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,1.171100271,11,1.171100271,11,1.50762398,80,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,State,7,7,Y,,8762.422874,7894.074662,,,East,0,East
1981,0,6,7,FLW,1,,7,Priv,3,8835360107,33006.761292412499,0,0,0,0,0,0,0,0,0,0,68254.72243,20629.22581,68254.72243,0,Lutjanus campechanus,red snapper,0,0,5,4,Ocean<=10mi,MRIP,Snapper Grouper,Reef Fish,,,,1.171100271,11,1.171100271,11,1.50762398,80,1.920761482,145,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,Private,State,7,7,Y,,102902.4563,92704.91559,,,Central,0,Central
1981,0,2,7,LA,,,5,Cbt,2,8835360107,59023.992662313503,0,0,60672.16066,0,0,1929141611,0,0,46412.24325,0,70957.05559,0,70957.05559,0,Lutjanus campechanus,red snapper,0,0,2,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,2.243967857,28,2.243967857,28,3.146804048,84,3.063059768,208,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,159225.352,143446.263,,,West,0,West
1981,0,3,7,LA,,,5,Cbt,2,8835360107,0,31545.656247846498,0,0,26201.24598,0,0,437672693.5,0,0,25327.87111,30010.47876,0,0,30010.47876,Lutjanus campechanus,red snapper,0,0,2,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,2.131113333,18,2.131113333,18,3.146804048,84,3.063059768,208,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,63955.73142,57617.77605,,,West,0,West
1981,0,4,7,LA,,,5,Cbt,1,8835360107,0,31329.722139675501,0,0,1259.118237,0,0,1823315.263,0,0,3240.06293,11196.43369,0,0,11196.43369,Lutjanus campechanus,red snapper,0,0,2,3,Ocean<=3mi,MRIP,Snapper Grouper,Reef Fish,,,,4.34030625,16,4.293168421,38,3.146804048,84,3.063059768,208,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,State,7,7,Y,,48595.95113,43780.13615,,,West,0,West
1981,0,4,7,LA,,,5,Cbt,2,8835360107,20551.268580446798,198091.471526254,0,1044.140033,10982.39255,0,611659.8449,184888172.5,0,2125.37485,20486.26001,106943.3121,0,9284.787001,97658.52509,Lutjanus campechanus,red snapper,0,0,2,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,4.258886364,22,4.293168421,38,3.146804048,84,3.063059768,208,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,455459.4135,410323.796,,,West,0,West
1981,0,2,7,LA,,,4,Hbt,2,8835360107,59023.992662313503,0,0,60672.16066,0,0,1929141611,0,0,46412.24325,0,6201.748089,0,6201.748089,0,Lutjanus campechanus,red snapper,0,0,2,2,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,,,,,4.798679333,30,3.063059768,208,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,29760.20039,26810.99134,,,West,0,West
1981,0,3,7,LA,,,4,Hbt,2,8835360107,0,31545.656247846498,0,0,26201.24598,0,0,437672693.5,0,0,25327.87111,2622.958742,0,0,2622.958742,Lutjanus campechanus,red snapper,0,0,2,2,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,,,,,4.798679333,30,3.063059768,208,2.725563509,561,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,Federal,7,7,Y,,12586.73791,11339.40352,,,West,0,West
1981,0,4,7,LA,,,4,Hbt,1,8835360107,0,31329.722139675501,0,0,1259.118237,0,0,1823315.263,0,0,3240.06293,978.5843095,0,0,978.5843095,Lutjanus campechanus,red snapper,0,0,2,2,Ocean<=3mi,MRIP,Snapper Grouper,Reef Fish,,,,4.574545,20,4.798679333,30,4.798679333,30,3.063059768,208,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,State,7,7,Y,,4476.57796,4032.953117,,,West,0,West
1981,0,4,7,LA,,,4,Hbt,2,8835360107,20551.268580446798,198091.471526254,0,1044.140033,10982.39255,0,611659.8449,184888172.5,0,2125.37485,20486.26001,9346.998348,0,811.5036562,8535.494692,Lutjanus campechanus,red snapper,0,0,2,2,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,5.246948,10,4.798679333,30,4.798679333,30,3.063059768,208,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmw,,,,,,,,For-Hire,Federal,7,7,Y,,44853.2478,40408.33135,,,West,0,West
1981,0,4,7,LA,,,7,Priv,2,8835360107,120650.874454656,910.00588582276305,0,0,0,0,0,0,0,0,0,232446.1256,23484.83003,227896.0962,4550.029429,Lutjanus campechanus,red snapper,208045604.4,34670364381,2,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,1.117056957,29,1.117056957,29,2.434303317,94,3.063059768,208,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,Private,Federal,7,7,Y,,259655.5618,233923.9296,,,West,0,West
1981,0,5,7,LA,,,7,Priv,2,8835360107,532797.72773836099,1323238.8139532099,0,0,0,0,0,0,0,0,0,1470040.513,0,396199.0577,1073841.455,Lutjanus campechanus,red snapper,0,8.3822E+11,2,4,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,3.021997846,65,3.021997846,65,2.434303317,94,3.063059768,208,2.725563509,561,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,Private,Federal,7,7,Y,,4442459.264,4002215.553,,,West,0,West
1982,0,3,7,AL,,,5,Cbt,1,8835360107,18550.509267588899,0,0,11259.71128,0,0,91968677.6,0,0,16429.0828,0,7821.674702,0,7821.674702,0,Lutjanus campechanus,red snapper,0,0,4,3,Ocean<=3mi,MRIP,Snapper Grouper,Reef Fish,,,,2.278086667,6,1.49985082,61,1.306041783,80,2.072493809,359,1.95398376,892,4.684065526,187251,4.713642505,193583,srysmw,,,,,,,,For-Hire,State,7,7,Y,,11731.34521,10568.77947,,,Central,0,Central
1982,0,3,7,AL,,,5,Cbt,2,8835360107,693.31425332129595,735.75162364141102,0,953.9257797,1083.933574,40.91499639,737366.7733,957919.8516,1397.322258,614.0272004,651.6114554,1415.620042,28.4220247,662.6543926,752.965649,Lutjanus campechanus,red snapper,0,0,4,3,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,1.414952364,55,1.49985082,61,1.306041783,80,2.072493809,359,1.95398376,892,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,Federal,7,7,Y,,2003.034924,1804.535967,,,Central,0,Central
1982,0,4,7,AL,,,5,Cbt,1,8835360107,0,71677.593779308503,0,0,173473.082,0,0,9558544427,0,0,52346.56821,146136.0196,0,0,146136.0196,Lutjanus campechanus,red snapper,0,0,4,3,Ocean<=3mi,MRIP,Snapper Grouper,Reef Fish,,,,,,,,1.306041783,80,2.072493809,359,1.95398376,892,4.684065526,187251,4.713642505,193583,srysm,,,,,,,,For-Hire,State,7,7,Y,,190859.7476,171945.7186,,,Central,0,Central
1982,0,5,7,AL,,,5,Cbt,1,8835360107,20191.8946296746,0,0,92986.4965,0,0,6530853768,0,0,28630.97372,0,40345.10171,0,40345.10171,0,Lutjanus campechanus,red snapper,0,0,4,3,Ocean<=3mi,MRIP,Snapper Grouper,Reef Fish,,,,0.683812772,19,0.683812772,19,1.306041783,80,2.072493809,359,1.95398376,892,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,State,7,7,Y,,27588.49584,24854.50075,,,Central,0,Central
1982,0,3,7,AL,,,4,Hbt,1,8835360107,18550.509267588899,0,0,11259.71128,0,0,91968677.6,0,0,16429.0828,0,4891.961296,0,4891.961296,0,Lutjanus campechanus,red snapper,0,0,4,2,Ocean<=3mi,MRIP,Snapper Grouper,Reef Fish,,,,3.3069,159,3.3069,159,2.362716803,244,2.072493809,359,1.95398376,892,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,State,7,7,Y,,16177.22681,14574.07821,,,Central,0,Central
1982,0,3,7,AL,,,4,Hbt,2,8835360107,693.31425332129595,735.75162364141102,0,953.9257797,1083.933574,40.91499639,737366.7733,957919.8516,1397.322258,614.0272004,651.6114554,885.380525,17.77617328,414.4482819,470.9322431,Lutjanus campechanus,red snapper,0,0,4,2,Ocean>3mi,MRIP,Snapper Grouper,Reef Fish,,,,,,3.3069,159,2.362716803,244,2.072493809,359,1.95398376,892,4.684065526,187251,4.713642505,193583,srysmw,,,,,,,,For-Hire,Federal,7,7,Y,,2927.864858,2637.716088,,,Central,0,Central
1982,0,4,7,AL,,,4,Hbt,1,8835360107,0,71677.593779308503,0,0,173473.082,0,0,9558544427,0,0,52346.56821,91398.80896,0,0,91398.80896,Lutjanus campechanus,red snapper,0,0,4,2,Ocean<=3mi,MRIP,Snapper Grouper,Reef Fish,,,,0.596538824,85,0.596538824,85,2.362716803,244,2.072493809,359,1.95398376,892,4.684065526,187251,4.713642505,193583,srysmwa,,,,,,,,For-Hire,State,7,7,Y,,54522.93797,49119.76394,,,Central,0,Central
